pert_in,k_pred,psts_explained,expl_known_psts
Ulixertinib,NEK1,65,0.081
Ulixertinib,IRAK1,19,0.024
Ulixertinib,GRK6,39,0.048
Ulixertinib,MASTL,50,0.062
Ulixertinib,CAMKK2,61,0.076
Ulixertinib,GRK3,31,0.039
Ulixertinib,NUAK1,25,0.031
Ulixertinib,RAF1,32,0.040
Ulixertinib,NEK4,9,0.011
Ulixertinib,PAK5,115,0.143
Ulixertinib,DAPK1,60,0.075
Ulixertinib,PHKG1,62,0.077
Ulixertinib,HIPK1,148,0.184
Ulixertinib,HIPK2,148,0.184
Ulixertinib,PLK1,12,0.015
Ulixertinib,MOS,20,0.025
Ulixertinib,VRK2,9,0.011
Ulixertinib,MYLK4,52,0.065
Ulixertinib,MYO3A,61,0.076
Ulixertinib,SRPK3,56,0.070
Ulixertinib,CDK7,91,0.113
Ulixertinib,RIPK2,42,0.052
Ulixertinib,SNRK,121,0.150
Ulixertinib,CAMK1D,56,0.070
Ulixertinib,WNK4,22,0.027
Ulixertinib,CAMK2D,27,0.034
Ulixertinib,BMPR1B,34,0.042
Ulixertinib,PBK,18,0.022
Ulixertinib,BUB1,27,0.034
Ulixertinib,NEK8,36,0.045
Ulixertinib,PRKD1,32,0.040
Ulixertinib,ROCK1,64,0.080
Ulixertinib,SRPK1,163,0.202
Ulixertinib,NEK11,68,0.084
Ulixertinib,SMG1,7,0.009
Ulixertinib,CDK2,44,0.055
Ulixertinib,MAPKAPK2,34,0.042
Ulixertinib,PRKD3,41,0.051
Ulixertinib,GAK,4,0.005
Ulixertinib,IRAK4,19,0.024
Ulixertinib,LRRK2,74,0.092
Ulixertinib,PRPK,22,0.027
Ulixertinib,ROCK2,67,0.083
Ulixertinib,PKN3,36,0.045
Ulixertinib,CDK4,75,0.093
Ulixertinib,DAPK3,59,0.073
Ulixertinib,PIM2,131,0.163
Ulixertinib,PKN1,37,0.046
Ulixertinib,PLK3,27,0.034
Ulixertinib,ULK1,8,0.010
Ulixertinib,CLK2,136,0.169
Ulixertinib,CDK16,43,0.053
Ulixertinib,PINK1,34,0.042
Ulixertinib,NEK6,11,0.014
Ulixertinib,CAMK2G,42,0.052
Ulixertinib,LATS2,27,0.034
Ulixertinib,NEK7,9,0.011
Ulixertinib,GRK7,33,0.041
Ulixertinib,PLK4,12,0.015
Ulixertinib,CDC7,17,0.021
Ulixertinib,CDK17,45,0.056
Ulixertinib,SGK1,66,0.082
Ulixertinib,GRK2,30,0.037
Ulixertinib,CDK19,75,0.093
Ulixertinib,PASK,50,0.062
Ulixertinib,MAP3K15,64,0.080
Ulixertinib,NEK5,7,0.009
Ulixertinib,CDK8,35,0.043
Ulixertinib,RIPK3,62,0.077
Ulixertinib,LATS1,26,0.032
Ulixertinib,PIM3,36,0.045
Ulixertinib,CDK6,45,0.056
Ulixertinib,TSSK2,24,0.030
Ulixertinib,BRSK2,24,0.030
Ulixertinib,CAMK4,57,0.071
Ulixertinib,HIPK3,153,0.190
Ulixertinib,AKT3,48,0.060
Ulixertinib,MARK1,23,0.029
Ulixertinib,CDK5,44,0.055
Ulixertinib,GSK3B,54,0.067
Ulixertinib,STK33,20,0.025
Ulixertinib,MYO3B,63,0.078
Ulixertinib,NEK2,14,0.017
Ulixertinib,DYRK3,149,0.185
Ulixertinib,GSK3A,29,0.036
Ulixertinib,AKT2,75,0.093
Ulixertinib,TGFBR2,1,0.001
Ulixertinib,CDKL1,40,0.050
Ulixertinib,MST1,59,0.073
Ulixertinib,MARK2,23,0.029
Ulixertinib,PRKX,68,0.084
Ulixertinib,DAPK2,64,0.080
Ulixertinib,NEK9,12,0.015
Ulixertinib,EEF2K,7,0.009
Ulixertinib,ACVR2A,30,0.037
Ulixertinib,MOK,90,0.112
Ulixertinib,HUNK,12,0.015
Ulixertinib,FAM20C,31,0.039
Ulixertinib,SRPK2,161,0.200
Ulixertinib,DYRK1A,146,0.181
Ulixertinib,CDK3,42,0.052
Ulixertinib,MELK,50,0.062
Ulixertinib,GRK5,29,0.036
Ulixertinib,ATR,38,0.047
Ulixertinib,PDK1,53,0.066
Ulixertinib,PHKG2,36,0.045
Ulixertinib,ULK2,6,0.007
Ulixertinib,WNK3,30,0.037
Ulixertinib,BCKDK,7,0.009
Ulixertinib,NEK3,10,0.012
Ulixertinib,CDKL5,45,0.056
Ulixertinib,TNIK,66,0.082
Ulixertinib,AKT1,70,0.087
Ulixertinib,PAK3,38,0.047
Ulixertinib,CLK1,156,0.194
Ulixertinib,PLK2,29,0.036
Ulixertinib,NLK,84,0.104
Ulixertinib,MAPKAPK5,33,0.041
Ulixertinib,CDK10,101,0.125
Ulixertinib,BRSK1,26,0.032
Ulixertinib,CLK3,61,0.076
Ulixertinib,MTOR,36,0.045
Ulixertinib,DYRK1B,150,0.186
Ulixertinib,PAK6,99,0.123
Ulixertinib,CDK9,77,0.096
Ulixertinib,GRK4,34,0.042
Ulixertinib,RIPK1,49,0.061
Ulixertinib,ATM,11,0.014
Ulixertinib,SGK3,29,0.036
Ulixertinib,GRK1,32,0.040
Ulixertinib,DYRK2,141,0.175
Ulixertinib,VRK1,27,0.034
Ulixertinib,TBK1,9,0.011
Ulixertinib,MAK,41,0.051
Ulixertinib,HIPK4,150,0.186
Ulixertinib,TTBK1,55,0.068
Ulixertinib,CLK4,181,0.225
Ulixertinib,CAMK1G,51,0.063
Ulixertinib,MAPKAPK3,33,0.041
Ulixertinib,PKN2,34,0.042
Ulixertinib,CDK1,46,0.057
Ulixertinib,CAMK2A,27,0.034
Vemurafenib,DYRK4,31,0.047
Vemurafenib,DSTYK,14,0.021
Vemurafenib,IRAK1,44,0.067
Vemurafenib,PAK4,57,0.087
Vemurafenib,GRK6,41,0.063
Vemurafenib,MASTL,11,0.017
Vemurafenib,GRK3,26,0.040
Vemurafenib,RAF1,23,0.035
Vemurafenib,CDK18,21,0.032
Vemurafenib,HIPK1,29,0.044
Vemurafenib,HIPK2,36,0.055
Vemurafenib,PLK1,15,0.023
Vemurafenib,MOS,28,0.043
Vemurafenib,VRK2,15,0.023
Vemurafenib,CDK7,26,0.040
Vemurafenib,ACVR2B,29,0.044
Vemurafenib,BMPR1B,29,0.044
Vemurafenib,TTK,3,0.005
Vemurafenib,SMG1,8,0.012
Vemurafenib,CDK2,39,0.060
Vemurafenib,MAPKAPK2,40,0.061
Vemurafenib,BMPR1A,30,0.046
Vemurafenib,GAK,5,0.008
Vemurafenib,PRPK,14,0.021
Vemurafenib,PLK3,27,0.041
Vemurafenib,CDK4,13,0.020
Vemurafenib,ULK1,37,0.056
Vemurafenib,CLK2,28,0.043
Vemurafenib,PINK1,23,0.035
Vemurafenib,NEK6,13,0.020
Vemurafenib,CAMK2G,51,0.078
Vemurafenib,LATS2,24,0.037
Vemurafenib,NEK7,12,0.018
Vemurafenib,GRK7,28,0.043
Vemurafenib,PLK4,9,0.014
Vemurafenib,CDC7,17,0.026
Vemurafenib,CDK17,22,0.034
Vemurafenib,GRK2,28,0.043
Vemurafenib,CDK19,27,0.041
Vemurafenib,PASK,20,0.031
Vemurafenib,TLK2,6,0.009
Vemurafenib,RIPK3,10,0.015
Vemurafenib,CDK8,32,0.049
Vemurafenib,LATS1,23,0.035
Vemurafenib,AAK1,11,0.017
Vemurafenib,CDK6,17,0.026
Vemurafenib,WNK1,80,0.122
Vemurafenib,MARK1,22,0.034
Vemurafenib,CDK5,32,0.049
Vemurafenib,GSK3B,32,0.049
Vemurafenib,STK33,25,0.038
Vemurafenib,TTBK2,14,0.021
Vemurafenib,DYRK3,28,0.043
Vemurafenib,GSK3A,37,0.056
Vemurafenib,TGFBR2,2,0.003
Vemurafenib,MARK2,17,0.026
Vemurafenib,ACVR2A,25,0.038
Vemurafenib,FAM20C,43,0.066
Vemurafenib,SRPK2,23,0.035
Vemurafenib,DYRK1A,24,0.037
Vemurafenib,CDK3,34,0.052
Vemurafenib,GRK5,30,0.046
Vemurafenib,ATR,15,0.023
Vemurafenib,CDK14,50,0.076
Vemurafenib,BCKDK,28,0.043
Vemurafenib,CLK1,30,0.046
Vemurafenib,PLK2,24,0.037
Vemurafenib,NLK,17,0.026
Vemurafenib,MAPKAPK5,21,0.032
Vemurafenib,CDK10,16,0.024
Vemurafenib,CLK3,31,0.047
Vemurafenib,MTOR,21,0.032
Vemurafenib,DYRK1B,25,0.038
Vemurafenib,CAMK2B,30,0.046
Vemurafenib,CDK9,24,0.037
Vemurafenib,GRK4,26,0.040
Vemurafenib,ATM,18,0.027
Vemurafenib,BMPR2,6,0.009
Vemurafenib,DYRK2,29,0.044
Vemurafenib,GRK1,31,0.047
Vemurafenib,TGFBR1,27,0.041
Vemurafenib,VRK1,3,0.005
Vemurafenib,TBK1,10,0.015
Vemurafenib,MAK,19,0.029
Vemurafenib,HIPK4,30,0.046
Vemurafenib,CLK4,29,0.044
Vemurafenib,CDK1,39,0.060
Vemurafenib,CAMK2A,26,0.040
